KNN,lr,NB
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
0.6294117647058823,0.7,0.6
